link,username,count_comment
https://habr.com/ru/post/442872/,Aingis,1
https://habr.com/ru/post/442872/,Antares19,1
https://habr.com/ru/post/442872/,Archon,1
https://habr.com/ru/post/442872/,BalinTomsk,1
https://habr.com/ru/post/442872/,BandGsharp0,1
https://habr.com/ru/post/442872/,CheatEx,1
https://habr.com/ru/post/442872/,DCNick3,1
https://habr.com/ru/post/442872/,Dgolubetd,1
https://habr.com/ru/post/442872/,Dimsml,1
https://habr.com/ru/post/442872/,Draku1a,1
https://habr.com/ru/post/442872/,Fafnir,1
https://habr.com/ru/post/442872/,Homo97Sapiens,1
https://habr.com/ru/post/442872/,Julegg,1
https://habr.com/ru/post/442872/,KirutNdert,1
https://habr.com/ru/post/442872/,Knightt,1
https://habr.com/ru/post/442872/,KodyWiremane,1
https://habr.com/ru/post/442872/,Maccimo,1
https://habr.com/ru/post/442872/,Nagg,1
https://habr.com/ru/post/442872/,Neikist,1
https://habr.com/ru/post/442872/,OlegGelezcov,1
https://habr.com/ru/post/442872/,OnYourLips,1
https://habr.com/ru/post/442872/,Revertis,1
https://habr.com/ru/post/442872/,Sergery8205,1
https://habr.com/ru/post/442872/,SiliconValleyHobo,1
https://habr.com/ru/post/442872/,Tsvetik,1
https://habr.com/ru/post/442872/,Wan-Derer,1
https://habr.com/ru/post/442872/,andreyvo,1
https://habr.com/ru/post/442872/,andvary,1
https://habr.com/ru/post/442872/,anprs,1
https://habr.com/ru/post/442872/,barbanel,1
https://habr.com/ru/post/442872/,bay73,1
https://habr.com/ru/post/442872/,bkar,1
https://habr.com/ru/post/442872/,citius,1
https://habr.com/ru/post/442872/,dollar,1
https://habr.com/ru/post/442872/,dtho-dtho,1
https://habr.com/ru/post/442872/,ferzisdis,1
https://habr.com/ru/post/442872/,fpir,1
https://habr.com/ru/post/442872/,greenhack,1
https://habr.com/ru/post/442872/,nanshakov,1
https://habr.com/ru/post/442872/,nochkin,1
https://habr.com/ru/post/442872/,nsuvorov,1
https://habr.com/ru/post/442872/,petrovichtim,1
https://habr.com/ru/post/442872/,smilyfox,1
https://habr.com/ru/post/442872/,speshuric,1
https://habr.com/ru/post/442872/,sumanai,1
https://habr.com/ru/post/442872/,xPomaHx,1
https://habr.com/ru/post/442872/,zodchiy,1
https://habr.com/ru/post/442872/,Anton23,2
https://habr.com/ru/post/442872/,LevOrdabesov,2
https://habr.com/ru/post/442872/,Nick_Shl,2
https://habr.com/ru/post/442872/,TimsTims,2
https://habr.com/ru/post/442872/,WraithOW,2
https://habr.com/ru/post/442872/,Yoooriii,2
https://habr.com/ru/post/442872/,entilza,2
https://habr.com/ru/post/442872/,jawaharlalnehru,2
https://habr.com/ru/post/442872/,kzhyg,2
https://habr.com/ru/post/442872/,vsb,2
https://habr.com/ru/post/442872/,alsii,3
https://habr.com/ru/post/442872/,orion76,3
https://habr.com/ru/post/442872/,slava_k,3
https://habr.com/ru/post/442872/,AlexSmall,4
https://habr.com/ru/post/442872/,User2Qwer,4
https://habr.com/ru/post/442872/,naething,4
https://habr.com/ru/post/442872/,rpiontik,4
https://habr.com/ru/post/442872/,tbl,4
https://habr.com/ru/post/442872/,DMGarikk,5
https://habr.com/ru/post/442872/,Nitrofen,5
https://habr.com/ru/post/442872/,geisha,5
https://habr.com/ru/post/442872/,khayrov,5
https://habr.com/ru/post/442872/,roman_kashitsyn,6
https://habr.com/ru/post/442872/,Thahr,7
https://habr.com/ru/post/442872/,lanseg,7
https://habr.com/ru/post/442872/,Ghost_nsk,10
https://habr.com/ru/post/442872/,datacompboy,10
https://habr.com/ru/post/442872/,wataru,10
https://habr.com/ru/post/442872/,Nexus7,13
https://habr.com/ru/post/442872/,senya_z,17
https://habr.com/ru/post/442872/,vortupin,18
https://habr.com/ru/post/442872/,khim,22
https://habr.com/ru/post/442872/,tyomitch,22
https://habr.com/ru/post/442872/,andrei_mankevich,34
https://habr.com/ru/post/443466/,411,1
https://habr.com/ru/post/443466/,Alex_Builder,1
https://habr.com/ru/post/443466/,Anarchist,1
https://habr.com/ru/post/443466/,AnatoliD,1
https://habr.com/ru/post/443466/,AndreDeBonk,1
https://habr.com/ru/post/443466/,AndreyGaskov,1
https://habr.com/ru/post/443466/,Aragornich,1
https://habr.com/ru/post/443466/,Arbane,1
https://habr.com/ru/post/443466/,Architekt,1
https://habr.com/ru/post/443466/,AstRonin,1
https://habr.com/ru/post/443466/,AxeLWeaver,1
https://habr.com/ru/post/443466/,Beshere,1
https://habr.com/ru/post/443466/,CheatEx,1
https://habr.com/ru/post/443466/,ChieF_Of_ReD,1
https://habr.com/ru/post/443466/,Cobalt747,1
https://habr.com/ru/post/443466/,CrashLogger,1
https://habr.com/ru/post/443466/,Cryvage,1
https://habr.com/ru/post/443466/,Development-Service,1
https://habr.com/ru/post/443466/,EireenK,1
